-THEREDDKING-,Duct-Ties & Zip-Tape Qualifier,11/05/16,Georgia
Q-8|10489,9606|4494,11915|0,0,0,0,0|70,10,60,0,0
Q-9|8393,9812|5754,5029|0,0,0,0,0|40,0,40,0,0
Q-10|5256,11187|6450,10586|31,5,26,0,0|40,30,10,0,0
Q-11|4507,11135|10464,6440|45,20,25,0,0|50,5,45,0,0
Q-12|4510,9846|3903,11091|20,0,20,0,0|35,0,35,0,0
Q-13|6150,6961|9828,10084|61,20,41,0,0|45,0,5,40,0
Q-14|4494,10464|5754,6450|115,25,90,0,0|35,30,5,0,0
Q-15|9812,6440|4510,10489|50,30,20,0,0|10,0,10,0,0
Q-16|11135,9846|9606,5256|55,35,20,0,0|35,0,35,0,0
Q-17|4537,9828|11915,8393|45,35,10,0,0|65,30,35,0,0
Q-18|10586,6150|3903,6298|45,20,25,0,0|60,40,20,0,0
Q-19|5029,11091|11187,6961|40,0,40,0,0|15,15,0,0,0
Q-20|4507,10489|10084,9846|60,35,25,0,0|60,0,60,0,0
Q-21|11135,9828|4494,4510|50,10,0,40,0|50,10,40,0,0
Q-22|11091,10586|9606,10464|50,0,10,0,40|60,0,60,0,0
Q-23|10084,5754|6298,5256|20,0,20,0,0|50,10,40,0,0
Q-24|6450,11915|5029,6440|70,30,40,0,0|10,0,10,0,0
Q-25|8393,4507|6150,11187|75,20,15,40,0|90,10,40,0,40
Q-26|6961,3903|4537,9812|35,15,10,10,0|80,30,30,20,0
Q-27|9606,6298|4510,6450|50,0,10,0,40|50,15,35,0,0
Q-28|5754,11091|4507,11915|0,0,0,0,0|125,60,65,0,0
Q-29|11187,4494|10084,4537|50,10,40,0,0|25,15,10,0,0
Q-30|10489,6961|11135,8393|15,15,0,0,0|55,5,40,10,0
Q-31|5256,6150|10464,5029|35,20,15,0,0|80,40,40,0,0
Q-32|9828,9812|10586,9846|85,35,30,20,0|10,0,10,0,0
Q-33|6440,4494|3903,5754|60,10,50,0,0|5,5,0,0,0
SF-1-1|6298,4507|11915,6440|76,40,36,0,0|50,15,35,0,0
SF-2-1|10464,6450|9812,4537|65,25,40,0,0|25,15,10,0,0
SF-1-2|6298,4507|11915,6440|95,55,40,0,0|40,15,25,0,0
SF-2-2|10464,6450|9812,4537|95,45,50,0,0|95,45,50,0,0
SF-2-3|10464,6450|9812,4537|95,20,35,0,40|25,15,10,0,0
F-1|6298,4507|10464,6450|125,20,65,40,0|120,40,40,0,40
F-2|6298,4507|10464,6450|85,40,45,0,0|75,30,45,0,0
-THEREDDKING-,Park City Qualifier ,12/03/16,Utah
Q-1|8641,10694|12357,10533|10,10,0,0,0|70,0,70,0,0
Q-2|8778,10290|12384,10684|75,20,55,0,0|15,5,10,0,0
Q-3|12235,11431|10695,8400|0,0,0,0,0|45,0,45,0,0
Q-4|11671,9112|5895,11654|100,70,30,0,0|72,60,12,0,0
Q-5|8280,11078|12351,5667|30,0,30,0,0|35,10,25,0,0
Q-6|9761,5025|9629,8641|50,30,20,0,0|50,30,20,0,0
Q-7|10684,11431|9112,11078|30,0,30,0,0|65,40,15,0,10
Q-8|5025,12384|12351,11654|30,30,0,0,0|44,0,44,0,0
Q-9|10533,8778|10695,11671|50,20,30,0,0|20,0,20,0,0
Q-10|9629,5895|12357,8400|45,0,45,0,0|75,65,10,0,0
Q-11|9761,12235|8280,10694|45,30,15,0,0|55,0,55,0,0
Q-12|10290,8641|5667,11431|1,0,1,0,0|65,10,55,0,0
Q-13|12357,8778|11078,5025|40,0,40,0,0|16,5,11,0,0
Q-14|8280,8400|11671,12384|60,10,50,0,0|10,10,0,0,0
Q-15|11654,5667|10684,9761|100,40,60,0,0|65,65,0,0,0
Q-16|9112,12351|9629,12235|73,70,3,0,0|40,0,40,0,0
Q-17|10695,5895|10694,10290|40,10,20,10,0|15,5,10,0,0
Q-18|10533,9629|12384,5667|20,0,20,0,0|35,5,30,0,0
Q-19|12351,12357|10290,11671|86,45,41,0,0|30,0,30,0,0
Q-20|10684,10695|8280,5025|40,10,30,0,0|95,30,25,0,40
Q-21|12235,11078|11654,8641|21,0,21,0,0|32,10,22,0,0
Q-22|10533,11431|5895,9761|0,0,0,0,0|40,10,30,0,0
Q-23|10694,8400|8778,9112|45,10,35,0,0|90,70,20,0,0
Q-24|12384,10695|9761,11078|50,10,0,0,40|80,30,40,10,0
Q-25|11654,8280|11431,12357|136,85,51,0,0|35,20,15,0,0
Q-26|5667,5895|8778,12235|35,5,30,0,0|65,35,30,0,0
Q-27|8641,10684|8400,12351|10,5,5,0,0|58,10,48,0,0
Q-28|5025,9112|10533,10290|20,0,20,0,0|35,5,20,10,0
Q-29|11671,10694|9629,11078|10,0,10,0,0|30,0,30,0,0
SF-1-1|12351,12357|9112,5667|18,5,13,0,0|50,10,30,10,0
SF-2-1|8778,9761|11654,8280|120,95,25,0,0|55,20,35,0,0
SF-1-2|12351,12357|9112,5667|45,20,25,0,0|65,10,55,0,0
SF-2-2|8778,9761|11654,8280|35,15,20,0,0|12,0,12,0,0
